,Species,Age,Length
2868,Pollachius virens,8,767.8571429
2869,Pollachius virens,9,785.4166667
2870,Pollachius virens,10,870
2871,Pollachius virens,11,914.2857143
2872,Pollachius virens,12,1010
2873,Pollachius virens,13,984
2874,Pollachius virens,14,1000
2875,Pollachius virens,15,885
2876,Pollachius virens,17,1070
2877,Pollachius virens,1,195.3589744
2878,Pollachius virens,2,319.5454545
2879,Pollachius virens,3,406.7281553
2880,Pollachius virens,4,448.7559809
2881,Pollachius virens,5,519.3065693
2882,Pollachius virens,6,624.25
2883,Pollachius virens,7,673.6363636
2884,Pollachius virens,8,742.4444444
2885,Pollachius virens,9,842.8571429
2886,Pollachius virens,10,853.75
2887,Pollachius virens,11,908.3333333
2888,Pollachius virens,12,940
2889,Pollachius virens,13,970
2890,Pollachius virens,14,1080
2891,Pollachius virens,15,900
2892,Pollachius virens,1,187.2727273
2893,Pollachius virens,2,312
2894,Pollachius virens,3,409.6578947
2895,Pollachius virens,4,446.8722467
2896,Pollachius virens,5,511.7343173
2897,Pollachius virens,6,589.5488722
2898,Pollachius virens,7,679.3939394
2899,Pollachius virens,8,740
2900,Pollachius virens,9,779.2307692
2901,Pollachius virens,10,814
2902,Pollachius virens,11,864.2857143
2903,Pollachius virens,12,890
2904,Pollachius virens,13,940
2905,Pollachius virens,14,980
2906,Pollachius virens,16,996.6666667
2907,Pollachius virens,18,1060
2908,Pollachius virens,1,192.5
2909,Pollachius virens,2,318
2910,Pollachius virens,3,448.1818182
2911,Pollachius virens,4,507.0588235
2912,Pollachius virens,5,546.8627451
2913,Pollachius virens,6,615
2914,Pollachius virens,7,682.9166667
2915,Pollachius virens,8,744
2916,Pollachius virens,9,812.8571429
2917,Pollachius virens,10,858.5714286
2918,Pollachius virens,11,820
2919,Pollachius virens,12,916.6666667
2920,Pollachius virens,13,1000
2921,Pollachius virens,1,222.5
2922,Pollachius virens,2,310
2923,Pollachius virens,3,422
2924,Pollachius virens,4,510.6666667
2925,Pollachius virens,5,558.9361702
2926,Pollachius virens,6,628.3076923
2927,Pollachius virens,7,702.0408163
2928,Pollachius virens,8,749.6
2929,Pollachius virens,9,815.3333333
2930,Pollachius virens,10,869.2307692
2931,Pollachius virens,11,1010
2932,Pollachius virens,12,962.5
2933,Pollachius virens,13,970
2934,Pollachius virens,15,1040
2935,Pollachius virens,1,198.6428571
2936,Pollachius virens,2,303.2857143
2937,Pollachius virens,3,445
2938,Pollachius virens,4,497.3684211
2939,Pollachius virens,5,572.0833333
2940,Pollachius virens,6,638.1132075
2941,Pollachius virens,7,688.3606557
2942,Pollachius virens,8,761.8181818
2943,Pollachius virens,9,840
2944,Pollachius virens,10,855
2945,Pollachius virens,11,888
2946,Pollachius virens,12,958
2947,Pollachius virens,13,900
2948,Pollachius virens,14,1005
2949,Pollachius virens,15,1015
2950,Pollachius virens,16,950
2951,Scomber scombrus,1,226.4159292
2952,Scomber scombrus,2,300
2953,Scomber scombrus,4,272.5
2954,Scomber scombrus,1,191.7608696
2955,Scomber scombrus,3,337.5
2956,Scomber scombrus,1,190
2957,Scomber scombrus,2,310
2958,Scomber scombrus,3,280
2959,Scomber scombrus,1,222
2960,Scomber scombrus,2,330
2961,Scomber scombrus,1,207.5
2962,Scomber scombrus,2,278.3333333
2963,Scomber scombrus,6,360
2964,Scomber scombrus,1,229.8823529
2965,Scomber scombrus,2,285.6716418
2966,Scomber scombrus,3,303.8297872
2967,Scomber scombrus,4,315.8333333
2968,Scomber scombrus,5,336.6666667
2969,Scomber scombrus,6,316.6666667
2970,Scomber scombrus,7,355
2971,Scomber scombrus,8,360
2972,Scomber scombrus,9,370
2973,Scomber scombrus,10,410
2974,Scomber scombrus,11,400
2975,Scomber scombrus,12,405
2976,Scomber scombrus,15,430
2977,Scomber scombrus,1,257.5
2978,Scomber scombrus,2,295.7894737
2979,Scomber scombrus,3,318.4
2980,Scomber scombrus,4,318.9473684
2981,Scomber scombrus,5,305
2982,Scomber scombrus,6,340
2983,Scomber scombrus,8,345
2984,Scomber scombrus,1,214.8717949
2985,Scomber scombrus,1,207.6315789
2986,Scomber scombrus,2,271.4285714
2987,Scomber scombrus,4,330
2988,Scomber scombrus,1,209.6875
2989,Scomber scombrus,2,270.3846154
2990,Scomber scombrus,3,293.75
2991,Scomber scombrus,4,347.5
2992,Scomber scombrus,5,353.3333333
2993,Scomber scombrus,6,346.6666667
2994,Scomber scombrus,7,340
2995,Scomber scombrus,10,360
2996,Scomber scombrus,14,410
2997,Scomber scombrus,15,400
2998,Scomber scombrus,1,203.2352941
2999,Scomber scombrus,2,265
3000,Scomber scombrus,3,328.5714286
3001,Scomber scombrus,4,340
3002,Scomber scombrus,5,340
3003,Scomber scombrus,6,350
3004,Scomber scombrus,1,208.9473684
3005,Scomber scombrus,2,277.8947368
3006,Scomber scombrus,3,313.3333333
3007,Scomber scombrus,4,305
3008,Scomber scombrus,5,340
3009,Scomber scombrus,1,219.2857143
3010,Scomber scombrus,2,274.6808511
3011,Scomber scombrus,3,298
3012,Scomber scombrus,4,326.6666667
3013,Scomber scombrus,5,335
3014,Scomber scombrus,1,202
3015,Scomber scombrus,2,294.1176471
3016,Scomber scombrus,3,320
3017,Scomber scombrus,4,336.6666667
3018,Scomber scombrus,5,358.3333333
3019,Scomber scombrus,6,387.5
3020,Scomber scombrus,7,387.5
3021,Scomber scombrus,8,400
3022,Scomber scombrus,9,398
3023,Scomber scombrus,10,380
3024,Scomber scombrus,12,410
3025,Scomber scombrus,14,390
3026,Scomber scombrus,1,203.8602941
3027,Scomber scombrus,2,277.7777778
3028,Scomber scombrus,3,322.8571429
3029,Scomber scombrus,4,322.5
3030,Scomber scombrus,1,225.5
3031,Scomber scombrus,2,295.8823529
3032,Scomber scombrus,3,311
3033,Scomber scombrus,4,343.3333333
3034,Scomber scombrus,5,356.6666667
3035,Scomber scombrus,6,371.1111111
3036,Scomber scombrus,7,376.6666667
3037,Scomber scombrus,8,380
3038,Scomber scombrus,9,385
3039,Scomber scombrus,10,390
3040,Scomber scombrus,13,410
3041,Scomber scombrus,14,440
3042,Scomber scombrus,15,430
3043,Scomber scombrus,1,217.4193548
3044,Scomber scombrus,2,285
3045,Scomber scombrus,3,320
3046,Scomber scombrus,1,220
3047,Scomber scombrus,2,302.5
3048,Scomber scombrus,3,310
3049,Scomber scombrus,1,220.3846154
3050,Scomber scombrus,2,283.75
3051,Scomber scombrus,3,313.8235294
3052,Scomber scombrus,4,342.5
3053,Scomber scombrus,5,340
3054,Scomber scombrus,6,345
3055,Scomber scombrus,7,380
3056,Scomber scombrus,1,185.6609195
3057,Scomber scombrus,2,284.4067797
3058,Scomber scombrus,3,302.0833333
3059,Scomber scombrus,4,325.7575758
3060,Scomber scombrus,5,343.3333333
3061,Scomber scombrus,6,370
3062,Scomber scombrus,7,360
3063,Scomber scombrus,8,386.6666667
3064,Scomber scombrus,9,390
3065,Scomber scombrus,10,400
3066,Scomber scombrus,1,200.5392157
3067,Scomber scombrus,2,268.7826087
3068,Scomber scombrus,3,315.3846154
3069,Scomber scombrus,4,325.5555556
3070,Scomber scombrus,5,335.8333333
3071,Scomber scombrus,6,350
3072,Scomber scombrus,7,345
3073,Scomber scombrus,8,340
3074,Scomber scombrus,9,370
3075,Scomber scombrus,19,330
3076,Scomber scombrus,1,213.3710407
3077,Scomber scombrus,2,278.2967033
3078,Scomber scombrus,3,303.7254902
3079,Scomber scombrus,4,326.0869565
3080,Scomber scombrus,5,348
3081,Scomber scombrus,6,368.125
3082,Scomber scombrus,7,372.8571429
3083,Scomber scombrus,8,390
3084,Scomber scombrus,9,372
3085,Scomber scombrus,10,405
3086,Scomber scombrus,11,380
3087,Scomber scombrus,12,400
3088,Scomber scombrus,15,430
3089,Scomber scombrus,1,207.7325581
3090,Scomber scombrus,2,277.0149254
3091,Scomber scombrus,3,307.3333333
3092,Scomber scombrus,4,303.3333333
3093,Scomber scombrus,1,210.375
3094,Scomber scombrus,2,291.0891089
3095,Scomber scombrus,3,315.3131313
3096,Scomber scombrus,4,332.4081633
3097,Scomber scombrus,5,346
3098,Scomber scombrus,6,370.9090909
3099,Scomber scombrus,7,367.1111111
3100,Scomber scombrus,8,361.5
3101,Scomber scombrus,9,387.5
3102,Scomber scombrus,10,380
3103,Scomber scombrus,12,400
3104,Scomber scombrus,1,207.3333333
3105,Scomber scombrus,2,302.84375
3106,Scomber scombrus,3,312.2156863
3107,Scomber scombrus,4,338.3181818
3108,Scomber scombrus,5,368.5714286
3109,Scomber scombrus,6,362.5
3110,Scomber scombrus,7,383.3333333
3111,Scomber scombrus,8,400
3112,Scomber scombrus,9,385
3113,Scomber scombrus,10,400
3114,Scomber scombrus,11,413.3333333
3115,Scomber scombrus,12,400
3116,Scomber scombrus,14,420
3117,Scomber scombrus,1,220.9818182
3118,Scomber scombrus,2,290.2708333
3119,Scomber scombrus,3,330.8333333
3120,Scomber scombrus,4,333.1818182
3121,Scomber scombrus,5,359.3333333
3122,Scomber scombrus,6,366.6666667
3123,Scomber scombrus,7,387.5
3124,Scomber scombrus,8,395
3125,Scomber scombrus,9,407.5
3126,Scomber scombrus,10,410
3127,Scomber scombrus,11,396.6666667
3128,Scomber scombrus,1,221.8181818
3129,Scomber scombrus,2,271.7948718
3130,Scomber scombrus,3,321.1538462
3131,Scomber scombrus,4,343.3333333
3132,Scomber scombrus,5,353.6363636
3133,Scomber scombrus,6,320
3134,Scomber scombrus,7,370
3135,Scomber scombrus,1,220.1923077
3136,Scomber scombrus,2,280.3030303
3137,Scomber scombrus,3,317.5342466
3138,Scomber scombrus,4,331.1764706
3139,Scomber scombrus,5,351.5789474
3140,Scomber scombrus,6,362.3529412
3141,Scomber scombrus,7,372.1428571
3142,Scomber scombrus,8,384
3143,Scomber scombrus,9,365
3144,Scomber scombrus,10,375
3145,Scomber scombrus,1,204.3209877
3146,Scomber scombrus,2,274.8666667
3147,Scomber scombrus,3,313.6111111
3148,Scomber scombrus,4,328.9873418
3149,Scomber scombrus,5,345
3150,Scomber scombrus,6,355.7142857
3151,Scomber scombrus,7,358
3152,Scomber scombrus,8,375
3153,Scomber scombrus,9,380
3154,Scomber scombrus,11,380
3155,Scomber scombrus,1,200.4878049
3156,Scomber scombrus,2,261.5172414
3157,Scomber scombrus,3,301.5517241
3158,Scomber scombrus,4,310
3159,Scomber scombrus,5,332.3076923
3160,Scomber scombrus,6,339.4117647
3161,Scomber scombrus,7,363.3333333
3162,Scomber scombrus,8,364
3163,Scomber scombrus,9,370
3164,Scomber scombrus,10,360
3165,Scomber scombrus,1,195.0793651
3166,Scomber scombrus,2,252.7071823
3167,Scomber scombrus,3,293.0681818
3168,Scomber scombrus,4,305.3846154
3169,Scomber scombrus,5,344.7826087
3170,Scomber scombrus,6,337.6470588
3171,Scomber scombrus,7,347.5
3172,Scomber scombrus,8,365.7142857
3173,Scomber scombrus,9,365
3174,Scomber scombrus,10,355
3175,Scomber scombrus,11,423.3333333
3176,Scomber scombrus,1,210
3177,Scomber scombrus,2,275.5555556
3178,Scomber scombrus,3,275
3179,Scomber scombrus,4,300
3180,Scomber scombrus,1,215.8248848
3181,Scomber scombrus,2,266.2962963
3182,Scomber scombrus,3,288.6666667
3183,Scomber scombrus,4,314
3184,Scomber scombrus,5,332
3185,Scomber scombrus,6,346.3636364
3186,Scomber scombrus,7,359.2857143
3187,Scomber scombrus,8,363.9130435
3188,Scomber scombrus,9,380
3189,Scomber scombrus,10,403.75
3190,Scomber scombrus,11,414
3191,Scomber scombrus,14,370
3192,Scomber scombrus,16,400
3193,Scomber scombrus,1,198.7804878
3194,Scomber scombrus,2,275.8823529
3195,Scomber scombrus,3,296.6666667
3196,Scomber scombrus,4,302.5
3197,Scomber scombrus,5,327.8571429
3198,Scomber scombrus,6,350
3199,Scomber scombrus,7,352.5
3200,Scomber scombrus,8,360
3201,Scomber scombrus,9,362.7272727
3202,Scomber scombrus,10,400
3203,Scomber scombrus,11,375
3204,Scomber scombrus,1,194.9396552
3205,Scomber scombrus,2,259.4876847
3206,Scomber scombrus,3,303.7619048
3207,Scomber scombrus,4,328.625
3208,Scomber scombrus,5,329.8
3209,Scomber scombrus,6,344.875
3210,Scomber scombrus,7,363.5384615
3211,Scomber scombrus,8,364
3212,Scomber scombrus,9,395.3333333
3213,Scomber scombrus,10,368.5714286
3214,Scomber scombrus,12,390
3215,Scomber scombrus,1,187.173913
3216,Scomber scombrus,2,247.7472527
3217,Scomber scombrus,3,306.7037037
3218,Scomber scombrus,4,340.4736842
3219,Scomber scombrus,5,352.4444444
3220,Scomber scombrus,6,359
3221,Scomber scombrus,7,350
3222,Scomber scombrus,8,352.875
3223,Scomber scombrus,9,369.5
3224,Scomber scombrus,10,380
3225,Scomber scombrus,12,362
3226,Scomber scombrus,1,209.0555556
3227,Scomber scombrus,2,270.5555556
3228,Scomber scombrus,3,301.6666667
3229,Scomber scombrus,4,345.4285714
3230,Scomber scombrus,5,370.8571429
3231,Scomber scombrus,6,372
3232,Scomber scombrus,7,362.5555556
3233,Scomber scombrus,8,388
3234,Scomber scombrus,9,387
3235,Scomber scombrus,10,435
3236,Scomber scombrus,11,391.5
3237,Scomber scombrus,1,210.0882353
3238,Scomber scombrus,2,270
3239,Scomber scombrus,3,295
3240,Scomber scombrus,5,350
3241,Scomber scombrus,6,330
3242,Scomber scombrus,1,194.5211268
3243,Scomber scombrus,2,260.0375
3244,Scomber scombrus,3,306.875
3245,Scomber scombrus,4,320.6666667
3246,Scomber scombrus,5,330
3247,Scomber scombrus,6,345
3248,Scomber scombrus,7,365
3249,Scomber scombrus,8,360
3250,Scomber scombrus,10,378
3251,Scomber scombrus,11,383.3333333
3252,Scomber scombrus,1,195.7597765
3253,Scomber scombrus,2,258
3254,Scomber scombrus,3,298
3255,Scomber scombrus,5,340
3256,Scomber scombrus,6,340
3257,Scomber scombrus,7,330
3258,Scomber scombrus,8,370
3259,Scomber scombrus,9,320
3260,Scomber scombrus,10,370
3261,Scomber scombrus,11,380
3262,Scomber scombrus,12,370
3263,Scomber scombrus,1,195.433657
3264,Scomber scombrus,2,257.9345088
3265,Scomber scombrus,3,300.7142857
3266,Scomber scombrus,4,326.6666667
3267,Scomber scombrus,5,340
3268,Scomber scombrus,9,350
3269,Scomber scombrus,11,380
3270,Scomber scombrus,1,191.15625
3271,Scomber scombrus,2,234.2012195
3272,Scomber scombrus,3,299.3333333
3273,Scomber scombrus,4,316.6666667
3274,Scomber scombrus,5,320
3275,Scomber scombrus,7,360
3276,Scomber scombrus,8,410
3277,Scomber scombrus,1,197.0658049
3278,Scomber scombrus,2,277.3661972
3279,Scomber scombrus,3,306.1682243
3280,Scomber scombrus,4,324.0740741
3281,Scomber scombrus,5,349.2857143
3282,Scomber scombrus,6,357.8571429
3283,Scomber scombrus,7,367.8888889
3284,Scomber scombrus,8,365
3285,Scomber scombrus,9,366.6666667
3286,Scomber scombrus,10,371.4285714
3287,Scomber scombrus,11,380
3288,Scomber scombrus,12,386.6666667
3289,Scomber scombrus,13,390
3290,Scomber scombrus,15,410
3291,Scomber scombrus,1,197.8260163
3292,Scomber scombrus,2,264.047619
3293,Scomber scombrus,3,301.6666667
3294,Scomber scombrus,4,321.3333333
3295,Scomber scombrus,5,326.6666667
3296,Scomber scombrus,6,344.2857143
3297,Scomber scombrus,7,356.25
3298,Scomber scombrus,8,356.6666667
3299,Scomber scombrus,9,366.6666667
3300,Scomber scombrus,10,375
3301,Scomber scombrus,11,363.3333333
3302,Scomber scombrus,12,370
3303,Scomber scombrus,15,370
3304,Sprattus sprattus,1,76.75953079
3305,Sprattus sprattus,2,94.26436782
3306,Sprattus sprattus,3,127.8431373
3307,Sprattus sprattus,4,143.1111111
3308,Sprattus sprattus,1,74.03954802
3309,Sprattus sprattus,2,109.9320652
3310,Sprattus sprattus,3,126.4521452
3311,Sprattus sprattus,4,142.6041667
3312,Sprattus sprattus,5,158.8888889
3313,Sprattus sprattus,6,162.5
3314,Sprattus sprattus,7,167.5
3315,Sprattus sprattus,1,70.71814255
3316,Sprattus sprattus,2,106.7293998
3317,Sprattus sprattus,3,118.250444
3318,Sprattus sprattus,4,137
3319,Sprattus sprattus,5,149
3320,Sprattus sprattus,1,77.57936508
3321,Sprattus sprattus,2,108.1630013
3322,Sprattus sprattus,3,131.2244898
3323,Sprattus sprattus,4,145.6410256
3324,Sprattus sprattus,5,157.8571429
3325,Sprattus sprattus,1,79.81707317
3326,Sprattus sprattus,2,112.7479675
3327,Sprattus sprattus,3,126.425
3328,Sprattus sprattus,4,137.4
3329,Sprattus sprattus,5,142.5
3330,Sprattus sprattus,1,70.8745098
3331,Sprattus sprattus,2,112.5923852
3332,Sprattus sprattus,3,128.8896747
3333,Sprattus sprattus,4,143.7820513
3334,Sprattus sprattus,5,146.6666667
3335,Sprattus sprattus,6,170
3336,Sprattus sprattus,1,82.90039063
3337,Sprattus sprattus,2,96.36567583
3338,Sprattus sprattus,3,116.5186246
3339,Sprattus sprattus,4,138.358209
3340,Sprattus sprattus,5,143.75
3341,Sprattus sprattus,1,85.39135514
3342,Sprattus sprattus,2,112.9001241
3343,Sprattus sprattus,3,133.7288136
3344,Sprattus sprattus,4,147.5
3345,Sprattus sprattus,5,164.0740741
3346,Sprattus sprattus,6,159.1666667
3347,Sprattus sprattus,7,155
3348,Sprattus sprattus,1,80.97826087
3349,Sprattus sprattus,2,113.2405745
3350,Sprattus sprattus,3,130.3776978
3351,Sprattus sprattus,4,145.9677419
3352,Sprattus sprattus,5,154.1176471
3353,Sprattus sprattus,6,152.2727273
3354,Sprattus sprattus,7,165
3355,Sprattus sprattus,1,85.18196203
3356,Sprattus sprattus,2,114.2798165
3357,Sprattus sprattus,3,130.4274611
3358,Sprattus sprattus,4,146
3359,Sprattus sprattus,5,158.6363636
3360,Sprattus sprattus,6,166.6666667
3361,Sprattus sprattus,1,82.99853372
3362,Sprattus sprattus,2,113.5584219
3363,Sprattus sprattus,3,132.5316456
3364,Sprattus sprattus,4,145.6818182
3365,Sprattus sprattus,5,130
3366,Sprattus sprattus,6,155
3367,Sprattus sprattus,7,170
3368,Sprattus sprattus,1,80.2421875
3369,Sprattus sprattus,2,108.058011
3370,Sprattus sprattus,3,133.5840708
3371,Sprattus sprattus,4,146.5079365
3372,Sprattus sprattus,5,152
3373,Sprattus sprattus,6,157.5
3374,Sprattus sprattus,7,150
3375,Sprattus sprattus,8,150
3376,Sprattus sprattus,1,84.69106464
3377,Sprattus sprattus,2,116.2111801
3378,Sprattus sprattus,3,130.2006981
3379,Sprattus sprattus,4,143.3088235
3380,Sprattus sprattus,5,149.2307692
3381,Sprattus sprattus,1,85.82345972
3382,Sprattus sprattus,2,115.1477024
3383,Sprattus sprattus,3,128.2042254
3384,Sprattus sprattus,4,142.4208145
3385,Sprattus sprattus,5,146.5151515
3386,Sprattus sprattus,6,142.5
3387,Sprattus sprattus,1,87.24365845
3388,Sprattus sprattus,2,118.8005391
3389,Sprattus sprattus,3,135.2439024
3390,Sprattus sprattus,4,141.9047619
3391,Sprattus sprattus,5,151.4285714
3392,Sprattus sprattus,6,148.3333333
3393,Sprattus sprattus,7,160
3394,Sprattus sprattus,1,81.78525226
3395,Sprattus sprattus,2,117.7529412
3396,Sprattus sprattus,3,131.2352941
3397,Sprattus sprattus,4,140.8333333
3398,Sprattus sprattus,5,140
3399,Sprattus sprattus,6,152.5
3400,Sprattus sprattus,1,71.54336735
3401,Sprattus sprattus,2,113.0485437
3402,Sprattus sprattus,3,135.5327869
3403,Sprattus sprattus,4,143.4090909
3404,Sprattus sprattus,5,150
3405,Sprattus sprattus,6,165
3406,Sprattus sprattus,7,160
3407,Sprattus sprattus,1,78.4741784
3408,Sprattus sprattus,2,111.1139456
3409,Sprattus sprattus,3,133.671875
3410,Sprattus sprattus,4,143.877551
3411,Sprattus sprattus,5,148.3333333
3412,Sprattus sprattus,6,156.25
3413,Sprattus sprattus,1,76.41826923
3414,Sprattus sprattus,2,106.402214
3415,Sprattus sprattus,3,126.7906977
3416,Sprattus sprattus,4,140.7317073
3417,Sprattus sprattus,5,141.4285714
3418,Sprattus sprattus,1,76.69181034
3419,Sprattus sprattus,2,107.7290837
3420,Sprattus sprattus,3,127.5586854
3421,Sprattus sprattus,4,134.3457944
3422,Sprattus sprattus,5,148.6538462
3423,Sprattus sprattus,6,140
3424,Sprattus sprattus,7,150
3425,Sprattus sprattus,1,75.97029703
3426,Sprattus sprattus,2,102.5682594
3427,Sprattus sprattus,3,118.2672234
3428,Sprattus sprattus,4,129.0384615
3429,Sprattus sprattus,5,142.8125
3430,Sprattus sprattus,6,154
3431,Sprattus sprattus,1,84.3398533
3432,Sprattus sprattus,2,112.691373
3433,Sprattus sprattus,3,125.6156716
3434,Sprattus sprattus,4,141.2681159
3435,Sprattus sprattus,5,144.5652174
3436,Sprattus sprattus,6,153.5714286
3437,Sprattus sprattus,7,163.3333333
3438,Sprattus sprattus,8,160
3439,Sprattus sprattus,1,83.90083632
3440,Sprattus sprattus,2,111.2148876
3441,Sprattus sprattus,3,127.7521008
3442,Sprattus sprattus,4,136.7741935
3443,Sprattus sprattus,5,148.2
3444,Sprattus sprattus,6,161.6666667
3445,Sprattus sprattus,7,155
3446,Sprattus sprattus,8,152.5
3447,Sprattus sprattus,1,84.34230194
3448,Sprattus sprattus,2,112.6564345
3449,Sprattus sprattus,3,118.9465409
3450,Sprattus sprattus,4,126.2765957
3451,Sprattus sprattus,5,138.3333333
3452,Sprattus sprattus,6,143.75
3453,Sprattus sprattus,8,145
3454,Sprattus sprattus,10,160
3455,Sprattus sprattus,1,80.08016878
3456,Sprattus sprattus,2,112.6844071
3457,Sprattus sprattus,3,129.012474
3458,Sprattus sprattus,4,135
3459,Sprattus sprattus,5,147.5
3460,Sprattus sprattus,6,155
3461,Sprattus sprattus,7,135
3463,Sprattus sprattus,1,87.18706048
3464,Sprattus sprattus,2,115.6991525
3465,Sprattus sprattus,3,127.8040541
3466,Sprattus sprattus,4,138.8505747
3467,Sprattus sprattus,5,145.8333333
3468,Sprattus sprattus,6,150
3469,Sprattus sprattus,7,155
3470,Sprattus sprattus,8,165
3471,Sprattus sprattus,1,82.84290739
3472,Sprattus sprattus,2,114.5551601
3473,Sprattus sprattus,3,128.6684783
3474,Sprattus sprattus,4,136.5492958
3475,Sprattus sprattus,5,146.875
3476,Sprattus sprattus,6,152.5
3477,Sprattus sprattus,7,147.5
3478,Sprattus sprattus,1,88.08863026
3479,Sprattus sprattus,2,112.1217712
3480,Sprattus sprattus,3,124.9226804
3481,Sprattus sprattus,4,138.4693878
3482,Sprattus sprattus,5,136.6666667
3483,Sprattus sprattus,6,151.6666667
3484,Sprattus sprattus,7,150
3485,Sprattus sprattus,1,83.12581913
3486,Sprattus sprattus,2,115.0426743
3487,Sprattus sprattus,3,125.9813084
3488,Sprattus sprattus,4,140.7142857
3489,Sprattus sprattus,5,145.5555556
3490,Sprattus sprattus,6,140
3491,Sprattus sprattus,7,152.5
3492,Sprattus sprattus,1,85.49689441
3493,Sprattus sprattus,2,112.9872495
3494,Sprattus sprattus,3,130.2570093
3495,Sprattus sprattus,4,137.1428571
3496,Sprattus sprattus,5,147.0454545
3497,Sprattus sprattus,6,155
3498,Sprattus sprattus,1,75.86881473
3499,Sprattus sprattus,2,106.7918314
3500,Sprattus sprattus,3,125.1068884
3501,Sprattus sprattus,4,131.9
3502,Sprattus sprattus,5,130.8333333
3503,Sprattus sprattus,6,147.5
3504,Sprattus sprattus,7,157.5
3505,Sprattus sprattus,1,83.70015949
3506,Sprattus sprattus,2,111.5803815
3507,Sprattus sprattus,3,129.137931
3508,Sprattus sprattus,4,138.5869565
3509,Sprattus sprattus,5,144.3939394
3510,Sprattus sprattus,6,142.5
3511,Sprattus sprattus,7,150
3512,Sprattus sprattus,1,83.71350365
3513,Sprattus sprattus,2,116.4159292
3514,Sprattus sprattus,3,129.955157
3515,Sprattus sprattus,4,136.5957447
3516,Sprattus sprattus,5,141.5
3517,Sprattus sprattus,6,143.0769231
3518,Sprattus sprattus,1,81.83060109
3519,Sprattus sprattus,2,112.3563218
3520,Sprattus sprattus,3,128.1343284
3521,Sprattus sprattus,4,133.4713376
3522,Sprattus sprattus,5,143.6538462
3523,Sprattus sprattus,6,147.4324324
3524,Sprattus sprattus,7,150.7142857
3525,Sprattus sprattus,1,80.75413223
3526,Sprattus sprattus,2,112.6761993
3527,Sprattus sprattus,3,128.5157546
3528,Sprattus sprattus,4,134.5337838
3529,Sprattus sprattus,5,140.7142857
3530,Sprattus sprattus,6,143.5098039
3531,Sprattus sprattus,7,146.2222222
3532,Sprattus sprattus,8,149
3533,Sprattus sprattus,1,76.4467354
3534,Sprattus sprattus,2,108.9962519
3535,Sprattus sprattus,3,126.6952381
3536,Sprattus sprattus,4,136.9029851
3537,Sprattus sprattus,5,140.175
3538,Sprattus sprattus,6,140.1363636
3539,Sprattus sprattus,7,144.3333333
3540,Sprattus sprattus,8,143
3541,Sprattus sprattus,9,150
3542,Sprattus sprattus,1,78.72651357
3543,Sprattus sprattus,2,103.8621795
3544,Sprattus sprattus,3,122.1985158
3545,Sprattus sprattus,4,137.0050761
3546,Sprattus sprattus,5,142.7205882
3547,Sprattus sprattus,6,150
3548,Sprattus sprattus,7,146
3549,Sprattus sprattus,8,155
3550,Sprattus sprattus,9,151.6666667
3551,Sprattus sprattus,1,84.28970471
3552,Sprattus sprattus,2,110.2272727
3553,Sprattus sprattus,3,124.7940075
3554,Sprattus sprattus,4,137.8915663
3555,Sprattus sprattus,5,148.2692308
3556,Sprattus sprattus,6,150.5263158
3557,Sprattus sprattus,7,145
3558,Sprattus sprattus,8,150
3559,Sprattus sprattus,10,150
3560,Sprattus sprattus,1,78.71678056
3561,Sprattus sprattus,2,109.9435939
3562,Sprattus sprattus,3,121.1314985
3563,Sprattus sprattus,4,131.557377
3564,Sprattus sprattus,5,143.1372549
3565,Sprattus sprattus,6,151.1538462
3566,Sprattus sprattus,7,151.6666667
3567,Sprattus sprattus,8,157.5
3568,Sprattus sprattus,1,78.54956268
3569,Sprattus sprattus,2,108.729927
3570,Sprattus sprattus,3,126.7250324
3571,Sprattus sprattus,4,134.8046875
3572,Sprattus sprattus,5,145.3333333
3573,Sprattus sprattus,6,144.4642857
3574,Sprattus sprattus,7,145
3575,Sprattus sprattus,8,150
3576,Sprattus sprattus,1,85.52884615
3577,Sprattus sprattus,2,111.2073325
3578,Sprattus sprattus,3,127.6716418
3579,Sprattus sprattus,4,137.0416667
3580,Sprattus sprattus,5,141.4285714
3581,Sprattus sprattus,6,142.7777778
3582,Sprattus sprattus,7,150.8333333
3585,Sprattus sprattus,1,81.67259786
3586,Sprattus sprattus,2,112.4761077
3587,Sprattus sprattus,3,122.5952381
3588,Sprattus sprattus,4,133.4513274
3589,Sprattus sprattus,5,136.8181818
3590,Sprattus sprattus,6,134.5454545
3591,Sprattus sprattus,8,150
3592,Sprattus sprattus,1,82.40189445
3593,Sprattus sprattus,2,108.6425121
3594,Sprattus sprattus,3,119.5616883
3595,Sprattus sprattus,4,134.5348837
3596,Sprattus sprattus,5,141.3414634
3597,Sprattus sprattus,6,143.0769231
3598,Sprattus sprattus,7,140
3599,Sprattus sprattus,1,82.90567951
3600,Sprattus sprattus,2,107.2732363
3601,Sprattus sprattus,3,122.1790235
3602,Sprattus sprattus,4,122.3964497
3603,Sprattus sprattus,5,132.5
3604,Sprattus sprattus,6,140.75
3605,Sprattus sprattus,7,145
3606,Sprattus sprattus,1,85.26676385
3607,Sprattus sprattus,2,112.0445804
3608,Sprattus sprattus,3,124.7724719
3609,Sprattus sprattus,4,135.4375
3610,Sprattus sprattus,5,143.9473684
3611,Sprattus sprattus,6,140.7692308
3612,Sprattus sprattus,7,147.5
